Name,Gross Export,Code,Sector,Share
"Transparent paper","$4,441,621","4806","Agriculture","0.0006026100451109279%"
"Tubers","$4,224,152","0714","Agriculture","0.0005731052755909196%"
"Agglomerated cork","$4,206,304","4504","Agriculture","0.0005706837758535174%"
"Pulps of recovered paper fibers","$3,768,423","4706","Agriculture","0.0005112749498498539%"
"Pork","$3,765,172","0203","Agriculture","0.0005108338754635756%"
"Sheep","$3,589,071","0104","Agriculture","0.0004869416452273444%"
"Legumes","$3,293,846","0708","Agriculture","0.00044688745092128504%"
"Cabbages, cauliflowers, broccoli","$3,265,403","0704","Agriculture","0.0004430284909800632%"
"Uncoated composite paper","$2,962,129","4807","Agriculture","0.00040188226107414104%"
"Tomatoes, prepared or preserved","$2,798,843","2002","Agriculture","0.0003797286861009538%"
"Transfers (decalcomanias)","$2,356,737","4908","Agriculture","0.0003197466397706136%"
"Carbon paper","$2,262,044","4809","Agriculture","0.0003068993137602023%"
"Vegetable materials used for plaiting","$2,198,549","1401","Agriculture","0.0002982847280460411%"
"Fermented milk products","$2,153,028","0403","Agriculture","0.0002921087369239948%"
"Carrots & turnips","$1,876,590","0706","Agriculture","0.0002546034397249824%"
"Other carbon paper","$1,869,096","4816","Agriculture","0.0002535867028899257%"
"Fruits and nuts, provisionally preserved","$1,745,622","0812","Agriculture","0.00023683455931215836%"
"Cocoa powder","$1,585,741","1805","Agriculture","0.00021514295243656487%"
"Bovine leather further prepared","$1,580,557","4107","Agriculture","0.00021443962127124145%"
"Chamois leather","$1,518,506","4108","Agriculture","0.00020602094801902603%"
"Rape or colza seeds","$1,510,904","1205","Agriculture","0.00020498955845135847%"
"Newspapers, journals and periodicals","$1,498,215","4902","Agriculture","0.00020326799804302721%"
"Animal products used in pharmaceuticals","$1,486,076","0510","Agriculture","0.00020162105803225156%"
"Sunflower seeds","$1,402,316","1206","Agriculture","0.00019025704985179415%"
"Composition leather","$1,352,863","4111","Agriculture","0.00018354759072395082%"
"Cocoa paste","$1,258,150","1803","Agriculture","0.0001706975512445375%"
"Patent leather","$1,165,940","4109","Agriculture","0.00015818710241072688%"
"Barley","$1,125,297","1003","Agriculture","0.0001526729263782731%"
"Vanilla","$1,095,204","0905","Agriculture","0.00014859010524438456%"
"Cucumbers","$1,054,751","0707","Agriculture","0.00014310170716744995%"
"Densified wood","$1,053,507","4413","Agriculture","0.00014293292939552435%"
"Chemical woodpulp, soda or sulfate","$1,038,190","4703","Agriculture","0.00014085481916032775%"
"Whey","$989,678","0404","Agriculture","0.0001342730287490294%"
"Articles of gut","$902,542","4206","Agriculture","0.00012245098700103114%"
"Mate","$877,856","0903","Agriculture","0.00011910175221183858%"
"Other tanned furskins","$825,859","4302","Agriculture","0.00011204713982693835%"
"Flower bulbs","$724,357","0601","Agriculture","0.00009827601329478952%"
"Sausages","$723,234","1601","Agriculture","0.00009812365201032614%"
"Other animal fats and oils","$665,773","1506","Agriculture","0.0000903277198940742%"
"Other raw hides and skins","$653,935","4103","Agriculture","0.0000887216175917789%"
"Fowl","$620,074","0105","Agriculture","0.0000841275788979099%"
"Filter blocks of paper pulp","$605,941","4812","Agriculture","0.00008221010602763285%"
"Articles of natural cork","$557,985","4503","Agriculture","0.00007570375005459067%"
"Waters","$511,301","2201","Agriculture","0.00006936997071007691%"
"Edible animal products, n.e.c.","$472,311","0410","Agriculture","0.00006408006289064003%"
"Vinegars","$459,908","2209","Agriculture","0.00006239730508903767%"
"Brushmaking hair","$449,887","0502","Agriculture","0.00006103772144557582%"
"Wheat gluten","$434,281","1109","Agriculture","0.000058920401583300066%"
"Natural cork, raw","$393,510","4501","Agriculture","0.00005338885934923336%"
"Architectural, engineering, etc. drawings","$360,895","4906","Agriculture","0.00004896386977419017%"
"Wood wool or flour","$352,285","4405","Agriculture","0.000047795721368820796%"
"Degras and wax residues","$330,301","1522","Agriculture","0.00004481307624180104%"
"Forage products","$290,214","1214","Agriculture","0.00003937433464760338%"
"Olive oil","$286,526","1509","Agriculture","0.000038873970963631%"
"Fuel wood","$278,935","4401","Agriculture","0.00003784407380391453%"
"Strips and other pieces of wood","$277,755","4404","Agriculture","0.00003768397913279538%"
"Hop cones","$261,675","1210","Agriculture","0.00003550235005517175%"
"Lettuce","$250,007","0705","Agriculture","0.00003391931223939362%"
"Oats","$242,016","1004","Agriculture","0.000032835145699636756%"
"Paper waste","$237,445","4707","Agriculture","0.00003221498235922521%"
"Cocoa beans","$213,860","1801","Agriculture","0.000029015124038593794%"
"Horses","$192,966","0101","Agriculture","0.000026180362972184095%"
"Natural cork, debacked","$192,927","4502","Agriculture","0.000026175071707630156%"
"Casks, barrels, etc. of wood","$176,304","4416","Agriculture","0.000023919771946601706%"
"Artificial fur","$165,301","4304","Agriculture","0.000022426956975140714%"
"Peel of citrus fruit or melons","$148,484","0814","Agriculture","0.000020145336564792672%"
"Chemical woodpulp, sulfite","$140,232","4704","Agriculture","0.000019025759254559457%"
"Mushrooms, prepared or preserved","$131,900","2003","Agriculture","0.000017895328068318162%"
"Feathers and down","$123,116","0505","Agriculture","0.000016703572482631225%"
"Peaches & cherries","$119,164","0809","Agriculture","0.000016167391007832188%"
"Other live animals","$119,023","0106","Agriculture","0.00001614826105136795%"
"Mechanical woodpulp","$97,665","4701","Agriculture","0.000013250547504111396%"
"Raw hides of bovines or equines","$89,106","4101","Agriculture","0.00001208931844469718%"
"Rye","$57,601","1002","Agriculture","0.000007814926399266068%"
"Other fermented beverages","$48,048","2206","Agriculture","0.000006518837930451486%"
"Olive oil, blended","$44,265","1510","Agriculture","0.0000060055852687195105%"
"Other meat","$32,049","0208","Agriculture","0.00000434819840228604%"
"Raw skins of sheep or lambs","$28,972","4102","Agriculture","0.00000393073119632535%"
"Other raw furskins","$25,862","4301","Agriculture","0.000003508786766511329%"
"Waste of leather","$19,359","4110","Agriculture","0.0000026265023205047102%"
"Cocoa residues","$17,382","1802","Agriculture","0.0000023582759096550895%"
"Wooden railway ties","$14,345","4406","Agriculture","0.0000019462356416984385%"
"Wine lees","$13,512","2307","Agriculture","0.0000018332196577643288%"
"Semichemical woodpulp","$12,854","4705","Agriculture","0.0000017439465275978897%"
"Extracts and juices of meat or fish","$12,295","1603","Agriculture","0.0000016681050689914465%"
"Music, printed or in manuscript","$11,795","4904","Agriculture","0.0000016002683439409606%"
"Pig and poultry fat, rendered","$6,630","1501","Agriculture","8.99514974169442e-7%"
"Wine, flavored","$6,576","2205","Agriculture","8.921886078639896e-7%"
"Chemical woodpulp, dissolving grade","$1,832","4702","Agriculture","2.485537605849801e-7%"
"Bovine","$1,594","0102","Agriculture","2.162634794609488e-7%"
"Cotton yarn of > 85%","$3,052,506,266","5205","Textiles","0.4141440565630543%"
"Women's suits and pants","$2,943,342,540","6204","Textiles","0.39933343723075715%"
"T-shirts, knit","$2,413,733,010","6109","Textiles","0.32747948508930314%"
"Leather footwear","$2,095,208,448","6403","Textiles","0.28426415882086226%"
"House linen","$1,927,852,666","6302","Textiles","0.26155842248257616%"
"Other furnishing articles","$1,791,674,288","6304","Textiles","0.2430826321101619%"
"Woven fabrics of cotton of > 85% weighing < 200 g/m2","$1,302,545,603","5208","Textiles","0.17672085587286052%"
"Raw cotton","$1,199,249,715","5201","Textiles","0.16270634636665698%"
"Other furniture and parts","$1,165,965,205","9403","Textiles","0.15819052206003667%"
"Bags for packing goods","$1,100,497,890","6305","Textiles","0.14930834556513958%"
"Men's suits and pants","$1,049,750,848","6203","Textiles","0.14242331929458066%"
"Women's shirts","$1,046,333,694","6206","Textiles","0.14195970222187435%"
"Babies' garments, knit","$1,024,713,747","6111","Textiles","0.1390264494213842%"
"Men's shirts","$982,322,931","6205","Textiles","0.1332751411620687%"
"Synthetic filament yarn","$979,721,078","5402","Textiles","0.13292213878890313%"
"Activewear","$963,613,971","6211","Textiles","0.13073683201106764%"
"Woven fabrics of synthetic filament yarn","$901,514,902","5407","Textiles","0.12231163707177935%"
"Men's shirts, knit","$705,648,523","6105","Textiles","0.09573776967406483%"
"Women's suits, knit","$686,136,606","6104","Textiles","0.09309052057659105%"
"Woven carpets and rugs","$656,520,604","5702","Textiles","0.08907241540705377%"
"Men's undergarments, knit","$641,508,400","6107","Textiles","0.08703565789675416%"
"Other knitted fabrics","$606,233,619","6002","Textiles","0.08224980665692795%"
"Mattresses and bedding","$602,882,682","9404","Textiles","0.08179517347306696%"
"Women's undergarments, knit","$584,437,730","6108","Textiles","0.07929268319828014%"
"Yarn of synthetic staple fibers, not for retail sale","$573,118,118","5509","Textiles","0.07775691238443579%"
"Carpets, tufted","$570,468,206","5703","Textiles","0.07739738968093182%"
"Woven fabrics of cotton of < 85% weighing > 200 g/m2","$549,447,188","5209","Textiles","0.07454539564423719%"
"Human animal hair prepared for use in wigs","$502,914,582","6703","Textiles","0.06823215644602801%"
"Other garments, knit","$459,935,527","6114","Textiles","0.0624010397720986%"
"Men's suits, knit","$457,413,737","6103","Textiles","0.062058899822368466%"
"Sweaters, pullovers, sweatshirts etc., knit","$427,086,126","6110","Textiles","0.05794424820467829%"
"Other made up articles","$420,324,788","6307","Textiles","0.05702691415091948%"
"Other woven fabrics of synthetic staple fibers","$388,203,659","5515","Textiles","0.05266892975835111%"
"Synthetic staple fibers","$340,819,066","5503","Textiles","0.04624009854441076%"
"Parts of footwear","$316,265,304","6406","Textiles","0.042908804940912634%"
"Vegetable textile fibers","$294,743,271","5305","Textiles","0.039988836470615664%"
"Other footwear of rubber or plastics","$293,923,129","6402","Textiles","0.03987756497590295%"
"Carpets, knotted","$288,800,396","5701","Textiles","0.03918254611584685%"
"Other carpets","$284,813,276","5705","Textiles","0.03864159978948027%"
"Woven fabrics of cotton of < 85% weighing > 200 g/m2","$277,726,221","5211","Textiles","0.03768007458657493%"
"Shawls, scarves, etc.","$260,895,790","6214","Textiles","0.03539663194611858%"
"Lamps","$255,562,193","9405","Textiles","0.03467300443968038%"
"Seats","$248,546,547","9401","Textiles","0.0337211675421733%"
"Cotton yarn of < 85%","$239,971,044","5206","Textiles","0.032557699463812075%"
"Babies' garments","$233,784,973","6209","Textiles","0.0317184138686725%"
"Textile footwear","$226,953,068","6404","Textiles","0.030791505746560425%"
"Textile fabrics impregnated with plastics","$204,330,795","5903","Textiles","0.027722263919524363%"
"Blankets","$194,679,523","6301","Textiles","0.02641284254942146%"
"Socks, stockings, etc., knit","$192,164,864","6115","Textiles","0.026071670087064003%"
"Women's undergarments","$179,188,916","6208","Textiles","0.0243111784535732%"
"Embroidery in the piece","$154,524,461","5810","Textiles","0.02096486674886304%"
"Twine and ropes of baste fibers","$150,975,575","5607","Textiles","0.020483377141228002%"
"Women's shirts, knit","$149,215,539","6106","Textiles","0.02024458698480609%"
"Nonwoven textiles","$149,162,354","5603","Textiles","0.020237371192362467%"
"Curtains","$139,344,877","6303","Textiles","0.01890540021648553%"
"Artificial staple fibers, not processed for spinning","$126,488,482","5504","Textiles","0.01716112875097465%"
"Yarn of artificial staple fibers, not for retail sale","$109,386,412","5510","Textiles","0.014840831910206326%"
"Other clothing accesories","$107,749,624","6217","Textiles","0.014618763235162459%"
"Yarn of combed wool, not for retail sale","$96,748,911","5107","Textiles","0.013126258548881846%"
"Woven fabrics of jute or of other textile bast fibers","$96,132,478","5310","Textiles","0.013042624957015754%"
"Woven fabrics of cotton of < 85% weighing < 200 g/m2","$95,646,482","5210","Textiles","0.012976688202960484%"
"Brassieres","$91,549,472","6212","Textiles","0.0124208327211623%"
"Used clothes and textiles","$90,203,616","6309","Textiles","0.012238235794303207%"
"Nets","$89,409,826","5608","Textiles","0.012130539566347558%"
"Woven fabrics of artificial staple fibers","$88,519,184","5516","Textiles","0.012009703093402728%"
"Men's undergarments","$82,158,254","6207","Textiles","0.011146693774451955%"
"Garments made of textile felts and nonwoven fabric","$75,235,204","6210","Textiles","0.010207419695730422%"
"Prefabricated buildings","$73,358,806","9406","Textiles","0.00995284230530786%"
"Wadding of textile materials","$70,527,228","5601","Textiles","0.009568672348817852%"
"Woven silk fabrics","$67,998,752","5007","Textiles","0.009225625286400346%"
"Textile articles for technical use","$67,190,674","5911","Textiles","0.009115990556189653%"
"Narrow woven fabrics","$63,322,748","5806","Textiles","0.008591215691034403%"
"Cotton waste","$61,931,382","5202","Textiles","0.008402444265461214%"
"Tire cord fabric","$61,594,529","5902","Textiles","0.008356742256774352%"
"Men's overcoats, not knit","$58,979,786","6201","Textiles","0.008001991052836986%"
"Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2","$57,669,963","5513","Textiles","0.00782428284740538%"
"Woven fabrics of flax","$56,808,993","5309","Textiles","0.007707472077071948%"
"Other headgear","$56,521,537","6506","Textiles","0.007668471929799722%"
"Woven fabrics of > 85% synthetic staple fibers","$56,271,110","5512","Textiles","0.007634495634711287%"
"Paintings and drawings","$51,303,335","9701","Textiles","0.006960500461135932%"
"Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2","$50,733,535","5514","Textiles","0.006883193729268398%"
"Cotton, carded or combed","$50,531,762","5203","Textiles","0.006855818490221175%"
"Woven pile fabrics","$45,492,460","5801","Textiles","0.006172119001780448%"
"Woven fabrics of artificial filament yarn","$45,479,977","5408","Textiles","0.006170425390102838%"
"Activewear, knit","$43,850,735","6112","Textiles","0.005949380506913431%"
"Pile fabrics, knit","$41,612,081","6001","Textiles","0.005645654595151091%"
"Artificial filament yarn","$40,360,037","5403","Textiles","0.00547578546599287%"
"Other woven cotton fabrics","$37,955,436","5212","Textiles","0.005149544952206623%"
"Woven fabrics of combed wool","$36,692,299","5112","Textiles","0.004978170797466432%"
"Gloves","$34,642,302","6216","Textiles","0.004700040631779791%"
"Gloves, knit","$34,348,776","6116","Textiles","0.004660216946665453%"
"Antiques >100 years","$32,007,414","9706","Textiles","0.004342556286190141%"
"Used or new rags textile scraps","$31,487,333","6310","Textiles","0.004271995102588178%"
"Lace and net fabrics","$30,813,793","5804","Textiles","0.004180613607007169%"
"Hats, knit","$30,813,492","6505","Textiles","0.0041805727692986894%"
"Yarn of synthetic staple fibers, for retail sale","$30,530,722","5511","Textiles","0.004142208387813638%"
"Womens overcoats, not knit","$29,803,042","6202","Textiles","0.0040434815316441625%"
"Textile bast fibers","$26,904,052","5303","Textiles","0.0036501655565359466%"
"Ties, bow ties and cravats","$24,126,793","6215","Textiles","0.003273365246181972%"
"Medical, dental or veterinary furniture","$22,694,108","9402","Textiles","0.0030789879293240613%"
"Men's overcoats, knit","$21,119,037","6101","Textiles","0.002865292612600074%"
"Other clothing accesories, knit","$20,763,385","6117","Textiles","0.002817040078724763%"
"Silk waste","$20,751,153","5003","Textiles","0.002815380521083128%"
"Tents, tarpaulins, etc.","$20,301,416","6306","Textiles","0.002754363150655067%"
"Other textile fabrics impregnated, coated or covered","$20,031,163","5907","Textiles","0.0027176969937449296%"
"Braids in piece","$18,871,286","5808","Textiles","0.0025603324794621646%"
"Articles of yarn, rope etc not elsewhere clasified","$18,055,275","5609","Textiles","0.002449621451771821%"
"Other footwear","$17,958,600","6405","Textiles","0.002436505220983309%"
"Cotton sewing thread","$16,390,503","5204","Textiles","0.0022237560909003262%"
"Women's overcoats, knit","$16,341,032","6102","Textiles","0.002217044189650381%"
"Synthetic monofilament >67 dtex, thickness < 1mm","$15,808,975","5404","Textiles","0.0021448581808100084%"
"Felt","$15,330,980","5602","Textiles","0.0020800069500289944%"
"Synthetic sowing thread","$15,002,431","5401","Textiles","0.00203543157367177%"
"Rubberized textile fabrics","$13,980,805","5906","Textiles","0.001896824049538915%"
"Yarn of textile bast fibers","$13,359,970","5307","Textiles","0.0018125932231454782%"
"Metallised yarn","$10,720,820","5605","Textiles","0.0014545306373114988%"
"Labels and badges of textiles","$10,679,523","5807","Textiles","0.0014489277308426792%"
"Sculptures","$10,201,488","9703","Textiles","0.001384071073123661%"
"Stiffened textiles","$10,199,266","5901","Textiles","0.0013837696067175366%"
"Flax yarn","$10,056,758","5306","Textiles","0.0013644350546905474%"
"Woven fabrics of vegetable textile fibers","$9,810,625","5311","Textiles","0.001331041341396845%"
"Gimp yarn","$9,535,204","5606","Textiles","0.0012936740240965853%"
"Garments knit with impregnated fibers","$8,873,416","6113","Textiles","0.0012038869629011635%"
"Transmission belts or belting, of textile material","$8,409,787","5910","Textiles","0.0011409848169043001%"
"Synthetic filament tow","$8,347,352","5501","Textiles","0.001132514045047246%"
"Cotton yarn for retail sale","$8,321,724","5207","Textiles","0.0011290370058680583%"
"Wool, combed","$8,296,460","5105","Textiles","0.0011256093518247072%"
"Headbands","$7,193,154","6507","Textiles","0.0009759200202876046%"
"Synthetic staple fibers sewing thread","$7,175,296","5508","Textiles","0.0009734971638157014%"
"Wool or animal hair waste","$6,844,882","5103","Textiles","0.0009286687564740389%"
"Waste of man-made fibers","$6,565,505","5505","Textiles","0.0008907647150051798%"
"Woven fabrics of carded wool","$6,538,552","5111","Textiles","0.0008871079085046084%"
"Handkerchiefs","$6,502,434","6213","Textiles","0.0008822076548338614%"
"Artificial flowers","$6,298,030","6702","Textiles","0.0008544754589394224%"
"Waterproof footwear","$5,592,577","6401","Textiles","0.0007587642165453418%"
"Flax, raw or processed","$5,362,536","5301","Textiles","0.0007275537604106642%"
"Wigs","$5,146,505","6704","Textiles","0.0006982440893119011%"
"Yarn of carded wool, not for retail sale","$5,061,846","5106","Textiles","0.0006867581106998029%"
"Carpets of felt","$4,472,209","5704","Textiles","0.0006067600246026163%"
"Yarn of other vegetable textile fibers","$4,310,733","5308","Textiles","0.0005848520185741118%"
"Synthetic staple fibers, processed","$4,296,618","5506","Textiles","0.0005829369878259367%"
"Terry cloth","$4,021,775","5802","Textiles","0.0005456480897798352%"
"Yarn of wool or animal hair, for retail sale","$3,910,538","5109","Textiles","0.0005305561822109534%"
"Textile wicks","$3,785,161","5908","Textiles","0.000513545852057644%"
"Textile hosepiping and similar tubing","$3,678,063","5909","Textiles","0.0004990154968987301%"
"Gauze","$3,287,051","5803","Textiles","0.00044596554982784893%"
"Umbrellas","$3,105,333","6601","Textiles","0.0004213112418224006%"
"Silk yarn","$2,739,204","5004","Textiles","0.0003716372572103819%"
"Quilted textile products","$2,564,174","5811","Textiles","0.00034789033323920886%"
"Yarn from silk waste","$2,510,688","5005","Textiles","0.0003406337030871083%"
"Hand-woven tapestries","$2,459,815","5805","Textiles","0.00033373158766012155%"
"Artificial monofilament >67dtex t<1mm, strip, straws t<5mm","$2,436,435","5405","Textiles","0.0003305595423967609%"
"Rubber textiles","$2,151,489","5604","Textiles","0.0002918999354842894%"
"Collectors pieces","$1,965,594","9705","Textiles","0.00026667891947776927%"
"Parts of umbrellas or walking sticks","$1,537,408","6603","Textiles","0.00020858544757283463%"
"Original engravings","$1,495,432","9702","Textiles","0.00020289041883139622%"
"Synthetic filament yarn for retail sale","$1,135,750","5406","Textiles","0.00015409112095217856%"
"Woven fabric incorporating metal threads","$1,094,295","5809","Textiles","0.00014846677807824277%"
"Hat forms","$1,047,378","6501","Textiles","0.00014210138681985547%"
"Silk yarn, for retail sale","$964,133","5006","Textiles","0.0001308072504662001%"
"Hats","$961,643","6504","Textiles","0.00013046942357544867%"
"Textile wall coverings","$830,418","5905","Textiles","0.00011266567508594868%"
"Wool","$688,172","5101","Textiles","0.00009336666950288586%"
"Raw silk","$669,020","5002","Textiles","0.00009076825158655206%"
"Needlecraft sets of woven fabric and yarn","$576,932","6308","Textiles","0.00007827435491365377%"
"Walking sticks","$424,994","6602","Textiles","0.00005766040225221235%"
"Animal hair","$423,215","5102","Textiles","0.00005741903918448272%"
"Garnetted stock of wool or animal hair","$381,679","5104","Textiles","0.00005178370676108876%"
"Hat shapes","$203,255","6502","Textiles","0.000027576307100272995%"
"Postage or revenue stamps","$175,381","9704","Textiles","0.00002379454535215851%"
"Yarn of animal hair, not for retail sale","$132,414","5108","Textiles","0.00001796506422167006%"
"Artificial staple fibers, processed","$69,060","5507","Textiles","0.000009369608463973103%"
"Feathers or down","$68,656","6701","Textiles","0.00000931479639013231%"
"Hemp fiber","$66,864","5302","Textiles","0.000009071669567551369%"
"Silkworm cocoons","$63,210","5001","Textiles","0.000008575918780882418%"
"Woven fabrics of coarse animal hair","$23,671","5113","Textiles","0.0000032115262373401%"
"Linoleum","$23,340","5904","Textiles","0.000003166618325356678%"
"Artificial filament tow","$8,490","5502","Textiles","0.0000011518675913572493%"
"Diamonds","$21,479,601,087","7102","Stone","2.914211586265871%"
"Jewelry of precious metal","$11,749,831,247","7113","Stone","1.594140143384692%"
"Unglazed ceramic flags and pavers","$1,786,045,538","6907","Stone","0.24231896017790608%"
"Synthetic precious stones","$1,353,025,858","7104","Stone","0.18356968623068734%"
"Worked building stone","$1,261,878,955","6802","Stone","0.17120347143465875%"
"Precious stones","$610,806,304","7103","Stone","0.08287019860710293%"
"Articles of cement, of concrete or of artificial stone","$456,963,951","6810","Stone","0.06199787580394135%"
"Glass containers for conveyance","$347,563,685","7010","Stone","0.04715516427375733%"
"Bricks, tiles and similar refractory ceramic constructional goods","$216,714,389","6902","Stone","0.029402388842154056%"
"Ceramic sinks, washbasins, and similar sanitary fixtures","$169,904,322","6910","Stone","0.02305150555280642%"
"Glass fibers","$165,331,766","7019","Stone","0.02243113110450652%"
"Imitation jewelry","$150,906,097","7117","Stone","0.02047395082126189%"
"Other articles of glass","$141,660,715","7020","Stone","0.019219597947820466%"
"Scrap of precious metal","$140,625,604","7112","Stone","0.019079160867213%"
"Articles of stone or of other mineral substances","$131,297,569","6815","Stone","0.017813594176100383%"
"Other refractory ceramic goods","$128,279,955","6903","Stone","0.01740418407364739%"
"Glass mirrors","$79,279,775","7009","Stone","0.01075616059747876%"
"Gold","$74,857,101","7108","Stone","0.010156121157226895%"
"Friction material and articles thereof","$73,950,163","6813","Stone","0.01003307374973922%"
"Float glass","$68,577,536","7005","Stone","0.009304150908543586%"
"Safety glass","$67,622,215","7007","Stone","0.009174539212519678%"
"Grindstones","$64,712,926","6804","Stone","0.008779825936548871%"
"Platinum","$58,785,318","7110","Stone","0.007975606908342751%"
"Silver","$48,663,988","7106","Stone","0.006602411147632283%"
"Glassware for interior decorative use","$41,141,927","7013","Stone","0.005581867179892318%"
"Glass balls","$40,647,990","7002","Stone","0.0055148530429697945%"
"Articles of precious stones","$39,343,038","7116","Stone","0.005337805702913631%"
"Mineral wools and insulating materials","$38,066,663","6806","Stone","0.005164635503041004%"
"Glass beads","$34,881,931","7018","Stone","0.004732551924954037%"
"Laboratory, hygienic or pharmaceutical glassware","$33,828,609","7017","Stone","0.004589644095146781%"
"Asbestos-cement or cellulose fiber-cement","$32,251,984","6811","Stone","0.004375737941881336%"
"Ceramic household articles","$28,595,774","6912","Stone","0.0038796873168876625%"
"Flagstones, of natural stone","$24,895,336","6801","Stone","0.003377636126542923%"
"Porcelain or china household articles","$24,034,362","6911","Stone","0.0032608248135156887%"
"Other ceramic articles","$23,994,672","6914","Stone","0.0032554399342811817%"
"Worked slate","$20,097,452","6803","Stone","0.002726690651078673%"
"Goldsmith and silversmith wares","$19,487,515","7114","Stone","0.0026439383939444363%"
"Mica articles","$14,842,384","6814","Stone","0.00201371744500346%"
"Asbestos fibres","$10,221,641","6812","Stone","0.001386805300163546%"
"Plaster articles","$9,249,311","6809","Stone","0.0012548859344268682%"
"Multiple-walled insulating glass","$9,131,853","7008","Stone","0.0012389500023249082%"
"Ceramic wares for technical ware","$8,374,251","6909","Stone","0.001136163525181512%"
"Glass paving blocks or other molded products","$7,685,933","7016","Stone","0.0010427770473549114%"
"Diamond dust","$7,675,269","7105","Stone","0.0010413302256830346%"
"Natural or artificial abrasive powder","$6,780,549","6805","Stone","0.0009199404764086933%"
"Panels of vegetable fibers","$5,920,865","6808","Stone","0.0008033041821320894%"
"Ceramic building bricks","$5,837,940","6904","Stone","0.0007920534612824665%"
"Coin","$4,414,426","7118","Stone","0.0005989204056354319%"
"Drawn and blown glass","$3,863,478","7004","Stone","0.0005241713896492017%"
"Other articles of precious metals","$3,702,197","7115","Stone","0.0005022898399434669%"
"Pearls","$3,290,619","7101","Stone","0.00044644963269780926%"
"Glass, cast or rolled","$3,162,259","7003","Stone","0.0004290345886428485%"
"Bricks, blocks, and other ceramic goods","$3,057,364","6901","Stone","0.00041480312209450713%"
"Ornamental ceramic articles","$2,896,682","6913","Stone","0.00039300284078538277%"
"Asphalt","$2,874,300","6807","Stone","0.0003899661976252228%"
"Glazed ceramic flags and pavers","$2,587,290","6908","Stone","0.00035102656071174293%"
"Architectural ceramic ornaments","$2,479,169","6905","Stone","0.0003363574116133758%"
"Signaling glassware","$1,800,505","7014","Stone","0.00024428072527404995%"
"Cullet and other scraps of glass","$1,530,271","7001","Stone","0.00020761714615946398%"
"Glass envelopes","$1,456,396","7011","Stone","0.0001975942700332547%"
"Worked glass","$660,719","7006","Stone","0.00008964202627726389%"
"Silver clad metals","$529,689","7107","Stone","0.00007186473411053357%"
"Clock or watch glasses and similar glasses","$209,634","7015","Stone","0.000028441768038467092%"
"Platinum clad metals","$201,266","7111","Stone","0.00002730645260802216%"
"Ceramic pipes","$151,550","6906","Stone","0.000020561311362802252%"
"Gold clad metals","$141,927","7109","Stone","0.000019255725752480602%"
"Unwrought aluminum","$6,951,269,741","7601","Metals","0.9431027483439577%"
"Ferroalloys","$3,536,805,782","7202","Metals","0.479850642781005%"
"Flat-rolled iron, width > 600mm, hot-rolled, not clad","$2,488,913,102","7208","Metals","0.3376794275498516%"
"Structures and their parts, of iron or steel","$1,601,007,145","7308","Metals","0.21721416299845656%"
"Other cast articles of iron or steel","$1,360,708,567","7325","Metals","0.18461202586683914%"
"Unwrought zinc","$1,333,549,459","7901","Metals","0.18092725598281423%"
"Other articles of iron or steel","$1,248,575,570","7326","Metals","0.16939855529368725%"
"Semifinished products of iron or nonalloy steel","$1,236,445,471","7207","Metals","0.1677528229122909%"
"Flat-rolled products of other alloy steel, width > 600 mm","$1,149,028,664","7225","Metals","0.15589268310979013%"
"Other bars and rods of stainless steel","$1,027,990,960","7222","Metals","0.13947108021580995%"
"Tube or pipe fittings of iron or steel","$939,051,638","7307","Metals","0.1274043755504287%"
"Flat rolled iron, width > 600mm, clad","$905,998,155","7210","Metals","0.12291989547396488%"
"Screws and similar articles of iron or steel","$787,010,722","7318","Metals","0.10677645992019666%"
"Other tubes, pipes and hollow profiles of iron or steel","$780,605,874","7306","Metals","0.10590749209466435%"
"Tubes, seamless, of iron or steel","$775,354,523","7304","Metals","0.10519502318680318%"
"Flat-rolled products of stainless steel of a width > 600 mm","$675,138,217","7219","Metals","0.09159833119540847%"
"Household articles of iron or steel","$584,343,712","7323","Metals","0.07927992745184854%"
"Refined copper and copper alloys","$528,281,048","7403","Metals","0.07167371240511701%"
"Aluminum wire, not insulated","$499,537,795","7614","Metals","0.06777401610348191%"
"Ferrous products from the reduction of iron ore","$463,408,219","7203","Metals","0.06287219187687665%"
"Wire of stainless steel","$456,124,686","7223","Metals","0.06188400982584236%"
"Lead refined unwrought","$444,890,625","7801","Metals","0.06035984601132759%"
"Other articles of aluminum","$420,608,281","7616","Metals","0.05706537662430897%"
"Other tubes and pipes, diameter > 406.4 mm, of iron or steel","$411,133,822","7305","Metals","0.05577994408393876%"
"Aluminum wire","$408,349,269","7605","Metals","0.055402154171439746%"
"Base metal mountings, fittings and similar articles","$390,751,238","8302","Metals","0.053014568590685894%"
"Pig iron","$369,446,335","7201","Metals","0.050124058896609355%"
"Flat-rolled iron, width > 600mm, cold-rolled, not clad","$337,562,737","7209","Metals","0.04579830115431692%"
"Hot rolled bars of iron","$332,800,513","7213","Metals","0.045152193794083265%"
"Copper springs","$308,718,612","7416","Metals","0.041884919200423226%"
"Interchangeable tools for hand tools","$304,022,446","8207","Metals","0.041247774156956345%"
